epoch,train_loss,train_acc,val_loss,val_acc,train_time,val_time
0.0,2.6302450758361817,0.11760000000000001,2.2686137699127196,0.1241,10.91037631034851,2.0841212272644043
1.0,2.103136932029724,0.19136,2.0363640258789064,0.2214,10.9892098903656,1.8701469898223877
2.0,1.7525054612731934,0.32412,1.6523758445739747,0.38670000000000004,10.887155294418335,1.855093240737915
3.0,1.5528402864456177,0.42110000000000003,1.4512439208984376,0.46880000000000005,11.04330587387085,2.099879503250122
4.0,1.366976261444092,0.50168,1.5280916246414185,0.4837,10.890243291854858,2.0553438663482666
5.0,1.1848332003784179,0.57372,1.3283073093414306,0.5379,11.026746273040771,2.0282444953918457
6.0,1.0298203727912902,0.63014,1.0977169445037842,0.6282,11.064186811447144,2.034356117248535
7.0,0.9065898697280884,0.6791,0.9560361888885498,0.676,11.094454765319824,1.877925157546997
8.0,0.8195484476852417,0.7107000000000001,1.383781855583191,0.6218,11.081896543502808,1.843428134918213
9.0,0.733405105304718,0.7446,1.3006801790237428,0.629,11.082119226455688,2.2415096759796143
10.0,0.6742987457847596,0.76536,0.7762580898284912,0.7406,11.242955684661865,1.920893669128418
11.0,0.6237239710617065,0.7827000000000001,1.0776417343139648,0.6672,10.909330129623413,1.8707714080810547
12.0,0.5815980873680114,0.7969,0.7588611262321472,0.757,11.224446058273315,2.1879100799560547
13.0,0.5447597919559479,0.8112600000000001,0.8013228536605835,0.7408,11.02473497390747,1.867274284362793
14.0,0.5154864881706238,0.8210400000000001,0.7520050259590149,0.7502000000000001,11.01663088798523,2.0106019973754883
15.0,0.5001568091583252,0.8264800000000001,0.7952187171936035,0.7601,11.425611972808838,2.0042152404785156
16.0,0.47271378849983214,0.8359000000000001,0.7822003517150878,0.7545000000000001,11.362014293670654,1.9876577854156494
17.0,0.4477927903079987,0.8446600000000001,0.6235481151580811,0.7983,10.867998838424683,2.1696133613586426
18.0,0.4281180335330963,0.8525,0.6553635031700135,0.7921,10.753594636917114,2.0945980548858643
19.0,0.41128185294151304,0.85616,0.5684407330513,0.8132,10.936107397079468,2.313746929168701
20.0,0.3954072403717041,0.8630000000000001,0.7521972586631774,0.7593000000000001,11.028716564178467,1.8941144943237305
21.0,0.37999869438171385,0.86872,0.5723055082321167,0.8150000000000001,10.989635705947876,2.2475695610046387
22.0,0.3703397085571289,0.8704600000000001,0.5137778671264649,0.8339000000000001,10.875288009643555,2.121483325958252
23.0,0.35942663058280944,0.8760000000000001,0.6703592992782593,0.7931,10.862150430679321,1.9957976341247559
24.0,0.34319849038124084,0.8814000000000001,0.5401950200080872,0.8196,11.108893871307373,2.194474935531616
25.0,0.3250503755760193,0.88458,0.5886277337074279,0.809,10.871091604232788,2.2561452388763428
