epoch,train_loss,train_acc,val_loss,val_acc,train_time,val_time
0.0,2.174046729507446,0.21678000000000003,1.8372062952041626,0.33590000000000003,12.376646518707275,2.108733892440796
1.0,1.5577593185424805,0.41834000000000005,1.5344135105133057,0.4635,12.298145055770874,2.3232765197753906
2.0,1.2932448128509522,0.5282800000000001,1.531864171028137,0.4874,12.151281595230103,2.1822588443756104
3.0,1.0924110639190674,0.60894,1.1705272619247435,0.6017,12.267202615737915,1.947490930557251
4.0,0.9193164576339722,0.67378,1.0536168005943298,0.6475000000000001,12.114123106002808,1.9426589012145996
5.0,0.7844768221092224,0.72616,0.9719927165985107,0.6789000000000001,12.617363452911377,2.183335065841675
6.0,0.7023291581535339,0.75446,0.8649273610115051,0.7195,12.296272039413452,1.960273027420044
7.0,0.635393824748993,0.77836,0.7351171770095826,0.7558,12.564800500869751,2.058668613433838
8.0,0.5860843750953675,0.79568,0.765854838180542,0.7476,12.539308547973633,2.0854690074920654
9.0,0.5488288804244995,0.81108,0.6519652062416077,0.7823,12.400042295455933,2.055579423904419
10.0,0.5200000391960145,0.81896,0.5888286184310914,0.7982,12.494927883148193,2.0490522384643555
11.0,0.4897722269058227,0.8295800000000001,0.6503554629325867,0.784,12.452017068862915,2.1456220149993896
12.0,0.46266780143737796,0.83964,0.6244503750801086,0.7962,12.298642873764038,2.01761794090271
13.0,0.4486937401390076,0.8452000000000001,0.6064376098155976,0.8015,12.399629354476929,2.0573174953460693
14.0,0.42575707622528075,0.8526400000000001,0.7392486718177795,0.7649,12.312675714492798,2.1502740383148193
15.0,0.40775542556762695,0.8590200000000001,0.5530785150527954,0.8194,12.385121822357178,2.205246686935425
16.0,0.3957050880432129,0.8621800000000001,0.5506850182533264,0.8210000000000001,12.319702386856079,2.099865198135376
17.0,0.3809168050670624,0.8673200000000001,0.512304306602478,0.8305,12.41098165512085,1.985353708267212
18.0,0.36821945583343507,0.87104,0.5028185770988465,0.8406,12.395780324935913,2.1491074562072754
19.0,0.3539411957454681,0.87758,0.4758086984634399,0.8428,12.298654317855835,1.9140422344207764
20.0,0.3492710713481903,0.8808,0.4953816104888916,0.8400000000000001,12.278736352920532,2.1041910648345947
21.0,0.3349195370578766,0.8824000000000001,0.5899215487480164,0.8134,12.178820848464966,2.1345884799957275
